wordform,sum_freq,norm_freq,log_freq,sqrt_freq,Moby_pron,Rep_P,Rep_O
mail,15497,34.43777778,0.326408949,100,m/eI/l,_/_/m/e/l/_/_/,_/_/m/a/i/l/_/_/
mailed,2232,4.96,0.163312547,47.24404724,m/eI/ld,_/_/m/e/l/d/_/,_/_/m/a/i/l/e/d/
maim,208,0.462222222,0.05,14.4222051,m/eI/m,_/_/m/e/m/_/_/,_/_/m/a/i/m/_/_/
main,50501,112.2244444,0.432680842,100,m/eI/n,_/_/m/e/n/_/_/,_/_/m/a/i/n/_/_/
maize,1154,2.564444444,0.116282012,33.9705755,m/eI/z,_/_/m/e/z/_/_/,_/_/m/a/i/z/e/_/
make,411812,915.1377778,0.623963488,100,m/eI/k,_/_/m/e/k/_/_/,_/_/m/a/k/e/_/_/
male,44170,98.15555556,0.420542012,100,m/eI/l,_/_/m/e/l/_/_/,_/_/m/a/l/e/_/_/
mall,9163,20.36222222,0.280101892,95.72356032,m/O/l,_/_/m/a/l/_/_/,_/_/m/a/l/l/_/_/
malt,572,1.271111111,0.075044796,23.91652149,m/O/lt,_/_/m/a/l/t/_/,_/_/m/a/l/t/_/_/
man,306022,680.0488889,0.596834303,100,m/&/n,_/_/m/@/n/_/_/,_/_/m/a/n/_/_/_/
mane,1010,2.244444444,0.107676277,31.78049716,m/eI/n,_/_/m/e/n/_/_/,_/_/m/a/n/e/_/_/
mange,65,0.144444444,0.05,8.062257748,m/eI/n/dZ/,_/_/m/e/n/J/_/,_/_/m/a/n/g/e/_/
manned,1483,3.295555556,0.133351176,38.50973903,m/&/nd,_/_/m/@/n/d/_/,_/_/m/a/n/n/e/d/
manse,135,0.3,0.05,11.61895004,m/&/ns,_/_/m/@/n/s/_/,_/_/m/a/n/s/e/_/
map,20955,46.56666667,0.353338794,100,m/&/p,_/_/m/@/p/_/_/,_/_/m/a/p/_/_/_/
mar,1136,2.524444444,0.115249534,33.70459909,m/A/r,_/_/m/a/r/_/_/,_/_/m/a/r/_/_/_/
march,45846,101.88,0.423915484,100,m/A/r/tS/,_/_/m/a/r/C/_/,_/_/m/a/r/c/h/_/
marge,24,0.053333333,0.05,4.898979486,m/A/r/dZ/,_/_/m/a/r/J/_/,_/_/m/a/r/g/e/_/
mark,17642,39.20444444,0.337954656,100,m/A/rk,_/_/m/a/r/k/_/,_/_/m/a/r/k/_/_/
marked,14793,32.87333333,0.322278234,100,m/A/rkt,_/_/m/a/r/k/t/,_/_/m/a/r/k/e/d/
marl,68,0.151111111,0.05,8.246211251,m/A/rl,_/_/m/a/r/l/_/,_/_/m/a/r/l/_/_/
marsh,1928,4.284444444,0.152306266,43.9089968,m/A/r/S/,_/_/m/a/r/S/_/,_/_/m/a/r/s/h/_/
mash,1142,2.537777778,0.11559499,33.7934905,m/&/S/,_/_/m/@/S/_/_/,_/_/m/a/s/h/_/_/
mask,9406,20.90222222,0.282385804,96.98453485,m/&/sk,_/_/m/@/s/k/_/,_/_/m/a/s/k/_/_/
masked,1818,4.04,0.147973264,42.63801121,m/&/skt,_/_/m/@/s/k/t/,_/_/m/a/s/k/e/d/
masque,179,0.397777778,0.05,13.37908816,m/A/sk,_/_/m/a/s/k/_/,_/_/m/a/s/q/u/e/
mass,32782,72.84888889,0.393583338,100,m/&/s,_/_/m/@/s/_/_/,_/_/m/a/s/s/_/_/
mast,992,2.204444444,0.106541332,31.4960315,m/&/st,_/_/m/@/s/t/_/,_/_/m/a/s/t/_/_/
mat,3288,7.306666667,0.193685461,57.34108475,m/&/t,_/_/m/@/t/_/_/,_/_/m/a/t/_/_/_/
match,21591,47.98,0.356017546,100,m/&/tS/,_/_/m/@/C/_/_/,_/_/m/a/t/c/h/_/
math,12469,27.70888889,0.30714417,100,m/&/T/,_/_/m/@/T/_/_/,_/_/m/a/t/h/_/_/
maths,69,0.153333333,0.05,8.306623863,m/&/T/s,_/_/m/@/T/s/_/,_/_/m/a/t/h/s/_/
mats,1664,3.697777778,0.141540148,40.79215611,m/&/ts,_/_/m/@/t/s/_/,_/_/m/a/t/s/_/_/
matte,612,1.36,0.078557243,24.73863375,m/&/t,_/_/m/@/t/_/_/,_/_/m/a/t/t/e/_/
maul,120,0.266666667,0.05,10.95445115,m/A/l,_/_/m/a/l/_/_/,_/_/m/a/u/l/_/_/
mauve,403,0.895555556,0.058507677,20.0748599,m/oU/v,_/_/m/o/v/_/_/,_/_/m/a/u/v/e/_/
maw,361,0.802222222,0.053888311,19,m/O/,_/_/m/a/_/_/_/,_/_/m/a/w/_/_/_/
may,405016,900.0355556,0.62244277,100,m/eI/,_/_/m/e/_/_/_/,_/_/m/a/y/_/_/_/
maze,2471,5.491111111,0.171122259,49.70915409,m/eI/z,_/_/m/e/z/_/_/,_/_/m/a/z/e/_/_/
me,836298,1858.44,0.688724546,100,m/i/,_/_/m/i/_/_/_/,_/_/m/e/_/_/_/_/
mead,1447,3.215555556,0.131631246,38.0394532,m/i/d,_/_/m/i/d/_/_/,_/_/m/e/a/d/_/_/
meal,14827,32.94888889,0.322482074,100,m/i/l,_/_/m/i/l/_/_/,_/_/m/e/a/l/_/_/
mean,195938,435.4177778,0.556119019,100,m/i/n,_/_/m/i/n/_/_/,_/_/m/e/a/n/_/_/
means,92060,204.5777778,0.487249082,100,m/i/nz,_/_/m/i/n/z/_/,_/_/m/e/a/n/s/_/
meant,40896,90.88,0.41357003,100,m/E/nt,_/_/m/E/n/t/_/,_/_/m/e/a/n/t/_/
meat,21609,48.02,0.35609223,100,m/i/t,_/_/m/i/t/_/_/,_/_/m/e/a/t/_/_/
meek,726,1.613333333,0.087885811,26.94438717,m/i/k,_/_/m/i/k/_/_/,_/_/m/e/e/k/_/_/
meet,64568,143.4844444,0.454985598,100,m/i/t,_/_/m/i/t/_/_/,_/_/m/e/e/t/_/_/
meld,426,0.946666667,0.060941857,20.63976744,m/E/ld,_/_/m/E/l/d/_/,_/_/m/e/l/d/_/_/
melt,3952,8.782222222,0.208644508,62.86493458,m/E/lt,_/_/m/E/l/t/_/,_/_/m/e/l/t/_/_/
mem,62,0.137777778,0.05,7.874007874,m/E/m,_/_/m/E/m/_/_/,_/_/m/e/m/_/_/_/
men,177630,394.7333333,0.547166056,100,m/E/n,_/_/m/E/n/_/_/,_/_/m/e/n/_/_/_/
mend,959,2.131111111,0.104423311,30.96772513,m/E/nd,_/_/m/E/n/d/_/,_/_/m/e/n/d/_/_/
mere,11879,26.39777778,0.302867573,100,m/i/r,_/_/m/i/r/_/_/,_/_/m/e/r/e/_/_/
merge,1850,4.111111111,0.149255079,43.01162634,m/@/r/dZ/,_/_/m/^/r/J/_/,_/_/m/e/r/g/e/_/
mesh,2681,5.957777778,0.177473944,51.77837386,m/E/S/,_/_/m/E/S/_/_/,_/_/m/e/s/h/_/_/
mess,12086,26.85777778,0.304390875,100,m/E/s,_/_/m/E/s/_/_/,_/_/m/e/s/s/_/_/
met,58881,130.8466667,0.446611497,100,m/E/t,_/_/m/E/t/_/_/,_/_/m/e/t/_/_/_/
mete,98,0.217777778,0.05,9.899494937,m/i/t,_/_/m/i/t/_/_/,_/_/m/e/t/e/_/_/
mew,40,0.088888889,0.05,6.32455532,m/j/u/,_/_/m/W/_/_/_/,_/_/m/e/w/_/_/_/
mews,81,0.18,0.05,9,m/j/u/z,_/_/m/W/z/_/_/,_/_/m/e/w/s/_/_/
mice,4179,9.286666667,0.213244697,64.64518544,m/aI/s,_/_/m/Y/s/_/_/,_/_/m/i/c/e/_/_/
mid,2842,6.315555556,0.182061413,53.31041174,m/I/d,_/_/m/I/d/_/_/,_/_/m/i/d/_/_/_/
midst,6561,14.58,0.251224982,81,m/I/dst,_/_/m/I/d/s/t/,_/_/m/i/d/s/t/_/
mien,303,0.673333333,0.05,17.40689519,m/i/n,_/_/m/i/n/_/_/,_/_/m/i/e/n/_/_/
miffed,364,0.808888889,0.054226113,19.07878403,m/I/ft,_/_/m/I/f/t/_/,_/_/m/i/f/f/e/d/
might,241534,536.7422222,0.575219823,100,m/aI/t,_/_/m/Y/t/_/_/,_/_/m/i/g/h/t/_/
mil,432,0.96,0.061566351,20.78460969,m/I/l,_/_/m/I/l/_/_/,_/_/m/i/l/_/_/_/
mild,7504,16.67555556,0.262770275,86.62563131,m/aI/ld,_/_/m/Y/l/d/_/,_/_/m/i/l/d/_/_/
mile,12678,28.17333333,0.308612393,100,m/aI/l,_/_/m/Y/l/_/_/,_/_/m/i/l/e/_/_/
miles,59376,131.9466667,0.447371617,100,m/aI/lz,_/_/m/Y/l/z/_/,_/_/m/i/l/e/s/_/
milk,20916,46.48,0.35317195,100,m/I/lk,_/_/m/I/l/k/_/,_/_/m/i/l/k/_/_/
mill,7491,16.64666667,0.262620625,86.55056326,m/I/l,_/_/m/I/l/_/_/,_/_/m/i/l/l/_/_/
milled,545,1.211111111,0.072595293,23.34523506,m/I/ld,_/_/m/I/l/d/_/,_/_/m/i/l/l/e/d/
mills,2203,4.895555556,0.162317916,46.93612681,m/I/lz,_/_/m/I/l/z/_/,_/_/m/i/l/l/s/_/
mime,402,0.893333333,0.05840036,20.04993766,m/aI/m,_/_/m/Y/m/_/_/,_/_/m/i/m/e/_/_/
mince,445,0.988888889,0.062904973,21.09502311,m/I/ns,_/_/m/I/n/s/_/,_/_/m/i/n/c/e/_/
mind,99359,220.7977778,0.494196829,100,m/aI/nd,_/_/m/Y/n/d/_/,_/_/m/i/n/d/_/_/
mine,28554,63.45333333,0.381133694,100,m/aI/n,_/_/m/Y/n/_/_/,_/_/m/i/n/e/_/_/
mink,829,1.842222222,0.095567115,28.7923601,m/I/N/k,_/_/m/I/G/k/_/,_/_/m/i/n/k/_/_/
mint,3751,8.335555556,0.204368689,61.24540799,m/I/nt,_/_/m/I/n/t/_/,_/_/m/i/n/t/_/_/
minx,37,0.082222222,0.05,6.08276253,m/I/N/ks,_/_/m/I/G/k/s/,_/_/m/i/n/x/_/_/
mire,217,0.482222222,0.05,14.73091986,m/aI/r,_/_/m/Y/r/_/_/,_/_/m/i/r/e/_/_/
mirth,354,0.786666667,0.053095221,18.81488772,m/@/r/T/,_/_/m/^/r/T/_/,_/_/m/i/r/t/h/_/
miss,39761,88.35777778,0.411023453,100,m/I/s,_/_/m/I/s/_/_/,_/_/m/i/s/s/_/_/
mist,4033,8.962222222,0.210312653,63.50590524,m/I/st,_/_/m/I/s/t/_/,_/_/m/i/s/t/_/_/
mite,494,1.097777778,0.067781508,22.22611077,m/aI/t,_/_/m/Y/t/_/_/,_/_/m/i/t/e/_/_/
mitt,811,1.802222222,0.094270413,28.47806173,m/I/t,_/_/m/I/t/_/_/,_/_/m/i/t/t/_/_/
mix,21654,48.12,0.356278674,100,m/I/ks,_/_/m/I/k/s/_/,_/_/m/i/x/_/_/_/
mixed,18458,41.01777778,0.341990674,100,m/I/kst,_/_/m/I/k/s/t/,_/_/m/i/x/e/d/_/
moan,1196,2.657777778,0.118646757,34.58323293,m/oU/n,_/_/m/o/n/_/_/,_/_/m/o/a/n/_/_/
moat,487,1.082222222,0.067100573,22.06807649,m/oU/t,_/_/m/o/t/_/_/,_/_/m/o/a/t/_/_/
mob,4225,9.388888889,0.214149358,65,m/A/b,_/_/m/a/b/_/_/,_/_/m/o/b/_/_/_/
mock,3005,6.677777778,0.18648277,54.81788029,m/A/k,_/_/m/a/k/_/_/,_/_/m/o/c/k/_/_/
mod,29,0.064444444,0.05,5.385164807,m/A/d,_/_/m/a/d/_/_/,_/_/m/o/d/_/_/_/
mode,9853,21.89555556,0.286443728,99.26227884,m/oU/d,_/_/m/o/d/_/_/,_/_/m/o/d/e/_/_/
moist,3527,7.837777778,0.199355619,59.38855109,m/Oi/st,_/_/m/O/s/t/_/,_/_/m/o/i/s/t/_/
mold,3953,8.784444444,0.208665289,62.87288764,m/oU/ld,_/_/m/o/l/d/_/,_/_/m/o/l/d/_/_/
mole,1604,3.564444444,0.138905954,40.04996879,m/oU/l,_/_/m/o/l/_/_/,_/_/m/o/l/e/_/_/
molt,155,0.344444444,0.05,12.4498996,m/oU/lt,_/_/m/o/l/t/_/,_/_/m/o/l/t/_/_/
mom,45884,101.9644444,0.423990547,100,m/A/m,_/_/m/a/m/_/_/,_/_/m/o/m/_/_/_/
monk,1998,4.44,0.154960476,44.69899328,m/@/N/k,_/_/m/^/G/k/_/,_/_/m/o/n/k/_/_/
month,72812,161.8044444,0.465907245,100,m/@/n/T/,_/_/m/^/n/T/_/,_/_/m/o/n/t/h/_/
moo,216,0.48,0.05,14.69693846,m/u/,_/_/m/u/_/_/_/,_/_/m/o/o/_/_/_/
mooch,49,0.108888889,0.05,7,m/u/tS/,_/_/m/u/C/_/_/,_/_/m/o/o/c/h/_/
mood,14606,32.45777778,0.321148924,100,m/u/d,_/_/m/u/d/_/_/,_/_/m/o/o/d/_/_/
moon,24810,55.13333333,0.368488987,100,m/u/n,_/_/m/u/n/_/_/,_/_/m/o/o/n/_/_/
mooned,37,0.082222222,0.05,6.08276253,m/u/nd,_/_/m/u/n/d/_/,_/_/m/o/o/n/e/d/
moor,413,0.917777778,0.059573983,20.32240143,m/U/r,_/_/m/U/r/_/_/,_/_/m/o/o/r/_/_/
moot,829,1.842222222,0.095567115,28.7923601,m/u/t,_/_/m/u/t/_/_/,_/_/m/o/o/t/_/_/
mop,1167,2.593333333,0.11702051,34.16138171,m/A/p,_/_/m/a/p/_/_/,_/_/m/o/p/_/_/_/
mope,110,0.244444444,0.05,10.48808848,m/oU/p,_/_/m/o/p/_/_/,_/_/m/o/p/e/_/_/
more,1080865,2401.922222,0.712183007,100,m/oU/r,_/_/m/o/r/_/_/,_/_/m/o/r/e/_/_/
morgue,1090,2.422222222,0.112556795,33.01514804,m/O/rg,_/_/m/o/r/g/_/,_/_/m/o/r/g/u/e/
morn,543,1.206666667,0.072411212,23.3023604,m/O/rn,_/_/m/o/r/n/_/,_/_/m/o/r/n/_/_/
morph,385,0.855555556,0.056556437,19.62141687,m/O/rf,_/_/m/o/r/f/_/,_/_/m/o/r/p/h/_/
mosque,3466,7.702222222,0.197941485,58.87274412,m/A/sk,_/_/m/a/s/k/_/,_/_/m/o/s/q/u/e/
moss,1774,3.942222222,0.146180922,42.11887938,m/O/s,_/_/m/a/s/_/_/,_/_/m/o/s/s/_/_/
most,503484,1118.853333,0.642333021,100,m/oU/st,_/_/m/o/s/t/_/,_/_/m/o/s/t/_/_/
mote,141,0.313333333,0.05,11.87434209,m/oU/t,_/_/m/o/t/_/_/,_/_/m/o/t/e/_/_/
moth,1199,2.664444444,0.118813351,34.62657939,m/O/T/,_/_/m/a/T/_/_/,_/_/m/o/t/h/_/_/
moue,49,0.108888889,0.05,7,m/u/,_/_/m/u/_/_/_/,_/_/m/o/u/e/_/_/
mould,229,0.508888889,0.05,15.13274595,m/oU/ld,_/_/m/o/l/d/_/,_/_/m/o/u/l/d/_/
mound,3689,8.197777778,0.20300841,60.73713856,m/AU/nd,_/_/m/A/n/d/_/,_/_/m/o/u/n/d/_/
mount,13382,29.73777778,0.313391488,100,m/AU/nt,_/_/m/A/n/t/_/,_/_/m/o/u/n/t/_/
mourn,1066,2.368888889,0.111119781,32.64965543,m/oU/rn,_/_/m/o/r/n/_/,_/_/m/o/u/r/n/_/
mousse,780,1.733333333,0.091993195,27.92848009,m/u/s,_/_/m/u/s/_/_/,_/_/m/o/u/s/s/e/
mouth,42355,94.12222222,0.416742764,100,m/AU/T/,_/_/m/A/T/_/_/,_/_/m/o/u/t/h/_/
mouths,3717,8.26,0.203625235,60.9672043,m/AU/D/z,_/_/m/A/D/z/_/,_/_/m/o/u/t/h/s/
move,95668,212.5955556,0.4907494,100,m/u/v,_/_/m/u/v/_/_/,_/_/m/o/v/e/_/_/
mow,696,1.546666667,0.085521649,26.38181192,m/oU/,_/_/m/o/_/_/_/,_/_/m/o/w/_/_/_/
mu,969,2.153333333,0.105070329,31.12876483,m/j/u/,_/_/m/W/_/_/_/,_/_/m/u/_/_/_/_/
much,425055,944.5666667,0.626856122,100,m/@/tS/,_/_/m/^/C/_/_/,_/_/m/u/c/h/_/_/
muck,1015,2.255555556,0.107989057,31.85906464,m/@/k,_/_/m/^/k/_/_/,_/_/m/u/c/k/_/_/
mud,9024,20.05333333,0.278769356,94.9947367,m/@/d,_/_/m/^/d/_/_/,_/_/m/u/d/_/_/_/
muff,110,0.244444444,0.05,10.48808848,m/@/f,_/_/m/^/f/_/_/,_/_/m/u/f/f/_/_/
mug,3249,7.22,0.192725917,57,m/@/g,_/_/m/^/g/_/_/,_/_/m/u/g/_/_/_/
mulch,1556,3.457777778,0.13674259,39.44616585,m/@/l/tS/,_/_/m/^/l/C/_/,_/_/m/u/l/c/h/_/
mule,2519,5.597777778,0.172613438,50.18964037,m/j/u/l,_/_/m/W/l/_/_/,_/_/m/u/l/e/_/_/
mull,235,0.522222222,0.05,15.32970972,m/@/l,_/_/m/^/l/_/_/,_/_/m/u/l/l/_/_/
mum,1624,3.608888889,0.139792473,40.29888336,m/@/m,_/_/m/^/m/_/_/,_/_/m/u/m/_/_/_/
mumps,133,0.295555556,0.05,11.53256259,m/@/mps,_/_/m/^/m/p/s/,_/_/m/u/m/p/s/_/
munch,373,0.828888889,0.0552321,19.31320792,m/@/n/tS/,_/_/m/^/n/C/_/,_/_/m/u/n/c/h/_/
murk,263,0.584444444,0.05,16.21727474,m/@/rk,_/_/m/^/r/k/_/,_/_/m/u/r/k/_/_/
muse,1582,3.515555556,0.137920758,39.7743636,m/j/u/z,_/_/m/W/z/_/_/,_/_/m/u/s/e/_/_/
mush,588,1.306666667,0.076465998,24.24871131,m/@/S/,_/_/m/^/S/_/_/,_/_/m/u/s/h/_/_/
musk,457,1.015555556,0.064123477,21.37755833,m/@/sk,_/_/m/^/s/k/_/,_/_/m/u/s/k/_/_/
muss,69,0.153333333,0.05,8.306623863,m/@/s,_/_/m/^/s/_/_/,_/_/m/u/s/s/_/_/
must,191643,425.8733333,0.554095975,100,m/@/st,_/_/m/^/s/t/_/,_/_/m/u/s/t/_/_/
mute,1709,3.797777778,0.143467184,41.34005322,m/j/u/t,_/_/m/W/t/_/_/,_/_/m/u/t/e/_/_/
mutt,568,1.262222222,0.074686019,23.83275058,m/@/t,_/_/m/^/t/_/_/,_/_/m/u/t/t/_/_/
my,1072807,2384.015556,0.711498682,100,m/aI/,_/_/m/Y/_/_/_/,_/_/m/y/_/_/_/_/
myrrh,134,0.297777778,0.05,11.5758369,m/@/r,_/_/m/^/r/_/_/,_/_/m/y/r/r/h/_/
myth,7778,17.28444444,0.265868794,88.19297024,m/I/T/,_/_/m/I/T/_/_/,_/_/m/y/t/h/_/_/
nab,328,0.728888889,0.050087759,18.11077028,n/&/b,_/_/n/@/b/_/_/,_/_/n/a/b/_/_/_/
nag,288,0.64,0.05,16.97056275,n/&/g,_/_/n/@/g/_/_/,_/_/n/a/g/_/_/_/
nail,5280,11.73333333,0.232765921,72.6636085,n/eI/l,_/_/n/e/l/_/_/,_/_/n/a/i/l/_/_/
name,122965,273.2555556,0.513619212,100,n/eI/m,_/_/n/e/m/_/_/,_/_/n/a/m/e/_/_/
nap,2685,5.966666667,0.17759075,51.81698563,n/&/p,_/_/n/@/p/_/_/,_/_/n/a/p/_/_/_/
nape,640,1.422222222,0.080938106,25.29822128,n/eI/p,_/_/n/e/p/_/_/,_/_/n/a/p/e/_/_/
natch,87,0.193333333,0.05,9.327379053,n/&/tS/,_/_/n/@/C/_/_/,_/_/n/a/t/c/h/_/
