gopher,"['nn', 484.0]"
wearying,"['jj', 56.0]"
unhealed,"['jj', 52.0]"
charnel,"['jj', 58.0]"
basque,"['jj', 875.0, 'nn', 210.0]"
surname,"['nn', 711.0]"
blonde,"['jj', 3350.0, 'nn', 1074.0]"
godhead,"['nn', 55.0]"
union,"['nn', 55865.0]"
anthemic,"['jj', 35.0]"
fro,"['rr', 573.0]"
studious,"['jj', 257.0]"
muck,"['nn', 1035.0, 'vv', 194.0]"
much,"['da', 280652.0, 'rr', 144403.0]"
chink,"['nn', 439.0, 'vv', 65.0]"
unstick,"['vv', 27.0]"
fry,"['nn', 3239.0, 'vv', 2268.0]"
mothball,"['nn', 204.0, 'vv', 70.0]"
allelic,"['jj', 23.0]"
endemism,"['nn', 121.0]"
toning,"['jj', 262.0]"
obese,"['jj', 1952.0]"
synodal,"['jj', 18.0]"
spit,"['vv', 6326.0, 'nn', 1397.0]"
barque,"['nn', 32.0]"
freehold,"['nn', 146.0]"
spic,"['jj', 69.0]"
stepdad,"['nn', 161.0]"
spin,"['vv', 15539.0, 'nn', 5263.0]"
wildcat,"['nn', 1091.0]"
boule,"['nn', 18.0]"
employ,"['vv', 22124.0, 'nn', 196.0]"
cupful,"['nn', 87.0]"
canoeing,"['nn', 479.0]"
riparian,"['jj', 668.0, 'nn', 30.0]"
crosier,"['nn', 20.0]"
expat,"['nn', 199.0]"
eighteen,"['mc', 4981.0]"
womanly,"['jj', 307.0]"
gentrify,"['vv', 134.0]"
hone,"['vv', 2116.0, 'nn', 94.0]"
memorial,"['nn', 13613.0]"
bearhug,"['nn', 20.0]"
jolting,"['jj', 141.0]"
remand,"['vv', 256.0, 'nn', 75.0]"
honk,"['vv', 1167.0, 'nn', 194.0]"
split,"['vv', 10666.0, 'jj', 2954.0, 'nn', 3366.0]"
fireweed,"['nn', 39.0]"
boiled,"['jj', 1031.0]"
marcher,"['nn', 523.0]"
refit,"['vv', 171.0, 'nn', 24.0]"
boiler,"['nn', 1502.0]"
supper,"['nn', 4949.0]"
midsized,"['jj', 138.0]"
furlough,"['nn', 461.0, 'vv', 87.0]"
academic,"['jj', 33185.0, 'nn', 4115.0]"
academia,"['nn', 1437.0]"
plaque,"['nn', 3188.0]"
bellow,"['nn', 1042.0, 'vv', 1346.0]"
airbag,"['nn', 514.0]"
brandish,"['vv', 964.0]"
lasso,"['nn', 242.0, 'vv', 67.0]"
hah,"['uh', 612.0]"
ham,"['nn', 4057.0, 'jj', 88.0, 'vv', 92.0]"
duffer,"['nn', 118.0]"
hag,"['nn', 330.0]"
hay,"['nn', 3077.0]"
beloved,"['jj', 6106.0, 'nn', 18.0]"
duffel,"['nn', 980.0]"
match,"['vv', 19901.0, 'nn', 13904.0]"
hat,"['nn', 21173.0]"
sulfa,"['nn', 34.0]"
haw,"['uh', 104.0, 'vv', 130.0]"
survival,"['nn', 14314.0]"
siesta,"['nn', 251.0]"
regnant,"['jj', 27.0]"
shadow,"['nn', 25791.0, 'vv', 1280.0]"
flotsam,"['nn', 253.0]"
masonic,"['jj', 405.0]"
effusion,"['nn', 268.0]"
attorney,"['nn', 45026.0]"
flub,"['vv', 56.0, 'nn', 54.0]"
crowd,"['nn', 35272.0, 'vv', 5991.0]"
czech,"['jj', 3015.0, 'nn', 566.0]"
crown,"['nn', 8690.0, 'vv', 1568.0]"
topping,"['nn', 2291.0]"
captive,"['jj', 1410.0, 'nn', 1948.0]"
bottom,"['nn', 28608.0, 'jj', 14164.0, 'vv', 1083.0]"
lockdown,"['nn', 351.0]"
adjustor,"['nn', 26.0]"
inhuman,"['jj', 694.0]"
plucked,"['jj', 77.0]"
syphilis,"['nn', 636.0]"
plucker,"['nn', 26.0]"
monogamy,"['nn', 382.0]"
murrelet,"['nn', 100.0]"
varicose,"['jj', 176.0]"
barcode,"['nn', 85.0]"
binder,"['nn', 1123.0]"
anagram,"['nn', 216.0]"
stoker,"['nn', 23.0]"
oneness,"['nn', 367.0]"
bobwhite,"['nn', 89.0]"
marshall,"['vv', 618.0]"
swelter,"['vv', 95.0]"
despised,"['jj', 316.0]"
fabric,"['nn', 12164.0]"
altitude,"['nn', 3813.0]"
tame,"['jj', 1075.0, 'vv', 1669.0]"
tamp,"['vv', 427.0]"
maundy,"['jj', 57.0]"
perfumer,"['nn', 108.0]"
dowser,"['nn', 27.0]"
perfumed,"['jj', 323.0]"
paneled,"['jj', 400.0]"
humbled,"['jj', 152.0]"
rippling,"['jj', 859.0]"
smasher,"['nn', 62.0]"
embolic,"['jj', 16.0]"
smashed,"['jj', 596.0]"
duet,"['nn', 1197.0]"
dues,"['nn', 1467.0]"
fireboat,"['nn', 27.0]"
streaker,"['nn', 28.0]"
disgrace,"['nn', 1529.0, 'vv', 200.0]"
holdback,"['nn', 21.0]"
minibar,"['nn', 91.0]"
unnerve,"['vv', 1006.0]"
fanzine,"['nn', 60.0]"
bedsheet,"['nn', 335.0]"
sympathy,"['nn', 6755.0]"
uncuffed,"['jj', 20.0]"
eventual,"['jj', 2971.0]"
asshole,"['nn', 2136.0]"
sandaled,"['jj', 67.0]"
underfed,"['jj', 57.0]"
role,"['nn', 101066.0]"
tamely,"['rr', 30.0]"
macaroon,"['nn', 127.0]"
roll,"['vv', 34559.0, 'nn', 15012.0]"
intend,"['vv', 26753.0]"
ointment,"['nn', 631.0]"
outage,"['nn', 904.0]"
palmy,"['jj', 21.0]"
cyanosis,"['nn', 30.0]"
intent,"['nn', 7877.0, 'jj', 2678.0]"
variable,"['nn', 27181.0, 'jj', 2792.0]"
hawker,"['nn', 192.0]"
shootout,"['nn', 809.0]"
fuzzily,"['rr', 31.0]"
gown,"['nn', 5603.0]"
guideway,"['nn', 138.0]"
chain,"['nn', 22503.0, 'vv', 1339.0]"
whoever,"['pn', 7242.0]"
bandito,"['nn', 40.0]"
fivefold,"['rr', 207.0]"
ingroup,"['nn', 123.0]"
chair,"['nn', 49557.0, 'vv', 2568.0]"
raggy,"['jj', 21.0]"
ballet,"['nn', 5654.0]"
baller,"['nn', 43.0]"
grappler,"['nn', 20.0]"
timbered,"['jj', 128.0]"
crater,"['nn', 3312.0, 'vv', 210.0]"
balled,"['jj', 42.0]"
crated,"['jj', 20.0]"
macho,"['jj', 1385.0]"
taconite,"['nn', 27.0]"
flatbed,"['jj', 430.0]"
jerk,"['vv', 5021.0, 'nn', 2421.0]"
intake,"['nn', 4485.0]"
choice,"['nn', 69225.0, 'jj', 414.0]"
embark,"['vv', 3441.0]"
gloomy,"['jj', 1708.0]"
knapsack,"['nn', 591.0]"
southpaw,"['nn', 92.0]"
bestiary,"['nn', 47.0]"
exact,"['jj', 10105.0, 'vv', 860.0]"
minute,"['nn', 151677.0, 'jj', 1686.0, 'vv', 323.0]"
homebody,"['nn', 135.0]"
skewed,"['jj', 463.0]"
joyride,"['nn', 83.0]"
skewer,"['nn', 1369.0, 'vv', 326.0]"
reimpose,"['vv', 84.0]"
meadow,"['nn', 4816.0]"
righties,"['nn', 54.0]"
hindered,"['jj', 24.0]"
headset,"['nn', 1611.0]"
bakeshop,"['nn', 24.0]"
taxing,"['jj', 1054.0]"
boost,"['vv', 9306.0, 'nn', 3920.0]"
utricle,"['nn', 16.0]"
draftee,"['nn', 285.0]"
drafted,"['jj', 63.0]"
coccyx,"['nn', 34.0]"
honour,"['nn', 349.0, 'vv', 87.0]"
address,"['vv', 46410.0, 'nn', 22490.0]"
rework,"['vv', 867.0]"
mafioso,"['nn', 77.0]"
enroll,"['vv', 8416.0]"
ref,"['nn', 800.0]"
fledge,"['vv', 117.0]"
dusty,"['jj', 5452.0]"
impacted,"['jj', 129.0]"
queue,"['nn', 870.0, 'vv', 446.0]"
sprouted,"['jj', 59.0]"
influx,"['nn', 2184.0]"
instar,"['nn', 23.0]"
houseman,"['nn', 59.0]"
abash,"['vv', 31.0]"
chayote,"['nn', 25.0]"
fakery,"['nn', 94.0]"
working,"['nn', 1633.0]"
perished,"['jj', 18.0]"
pooped,"['jj', 38.0]"
sisterly,"['jj', 125.0]"
vigour,"['nn', 38.0]"
opposed,"['ii', 7422.0, 'jj', 234.0]"
etude,"['nn', 209.0]"
familar,"['jj', 23.0]"
dampness,"['nn', 377.0]"
tinea,"['nn', 21.0]"
hawkish,"['jj', 354.0]"
tundra,"['nn', 1159.0]"
consoler,"['nn', 18.0]"
entrepot,"['nn', 23.0]"
dendrite,"['nn', 113.0]"
abortion,"['nn', 20848.0]"
ammonite,"['nn', 22.0]"
admired,"['jj', 336.0]"
matzo,"['nn', 234.0]"
admirer,"['nn', 1791.0]"
septic,"['jj', 958.0]"
vainly,"['rr', 257.0]"
mesmeric,"['jj', 23.0]"
meddler,"['nn', 51.0]"
telepath,"['nn', 66.0]"
mythos,"['nn', 105.0]"
fueled,"['jj', 77.0]"
laxative,"['nn', 260.0, 'jj', 77.0]"
stapes,"['nn', 230.0]"
pulley,"['nn', 707.0]"
mangy,"['jj', 202.0]"
oculus,"['nn', 24.0]"
puller,"['nn', 174.0]"
pullet,"['nn', 18.0]"
quadrant,"['nn', 740.0]"
sandbox,"['nn', 465.0]"
mango,"['nn', 2035.0]"
swollen,"['jj', 1845.0]"
skirmish,"['nn', 1002.0, 'vv', 46.0]"
mange,"['nn', 65.0]"
pulled,"['jj', 330.0]"
manga,"['nn', 143.0]"
webpage,"['nn', 106.0]"
yearn,"['vv', 2277.0]"
penlight,"['nn', 143.0]"
wormlike,"['jj', 55.0]"
jig,"['nn', 1404.0, 'vv', 247.0]"
overlord,"['nn', 260.0]"
jib,"['nn', 128.0]"
lessor,"['nn', 63.0]"
cinchona,"['nn', 20.0]"
troubled,"['jj', 5692.0]"
milker,"['nn', 22.0]"
apron,"['nn', 2628.0]"
civilian,"['jj', 11177.0, 'nn', 9298.0]"
bashful,"['jj', 264.0]"
sorter,"['nn', 137.0]"
drilling,"['nn', 2673.0]"
sorted,"['jj', 36.0]"
bedevil,"['vv', 426.0]"
frontage,"['nn', 147.0]"
aft,"['jj', 758.0, 'rr', 694.0]"
hickory,"['nn', 809.0]"
plunk,"['vv', 815.0]"
quarter,"['nn', 30973.0, 'vv', 900.0]"
quartet,"['nn', 2256.0]"
retrieve,"['vv', 6524.0]"
receipt,"['nn', 3590.0]"
sponsor,"['vv', 9891.0, 'nn', 6186.0]"
honduran,"['jj', 446.0, 'nn', 65.0]"
troll,"['nn', 1522.0, 'vv', 852.0]"
utilise,"['vv', 23.0]"
internee,"['nn', 123.0]"
trauma,"['nn', 7060.0]"
internet,"['nn', 31051.0]"
inwardly,"['rr', 616.0]"
grandma,"['nn', 5610.0]"
newsie,"['nn', 158.0]"
byte,"['nn', 869.0]"
modest,"['jj', 11080.0]"
benching,"['nn', 39.0]"
initiate,"['vv', 9709.0, 'nn', 189.0]"
quibble,"['vv', 429.0, 'nn', 206.0]"
midfoot,"['jj', 71.0]"
neglect,"['nn', 3256.0, 'vv', 5279.0]"
emotion,"['nn', 18535.0]"
gunshot,"['nn', 2238.0]"
spoked,"['jj', 25.0]"
saving,"['nn', 26317.0]"
gunshop,"['nn', 17.0]"
symmetry,"['nn', 1657.0]"
spoken,"['jj', 1726.0]"
reprisal,"['nn', 773.0]"
one,"['mc', 878532.0, 'pn', 422033.0, 'jj', 83.0]"
mignon,"['nn', 228.0]"
veldt,"['nn', 65.0]"
plotless,"['jj', 31.0]"
nubian,"['jj', 145.0, 'nn', 69.0]"
teardown,"['nn', 56.0]"
stifled,"['jj', 118.0]"
shawl,"['nn', 1328.0]"
brewpub,"['nn', 97.0]"
snatch,"['vv', 4352.0, 'nn', 390.0]"
portside,"['nn', 81.0]"
buzzy,"['jj', 60.0]"
rehab,"['nn', 2370.0, 'vv', 191.0]"
unburied,"['jj', 65.0]"
shakeup,"['nn', 253.0]"
illness,"['nn', 17042.0]"
koranic,"['jj', 128.0]"
turned,"['jj', 218.0]"
auroral,"['jj', 105.0]"
balsam,"['nn', 317.0]"
borough,"['nn', 1288.0]"
pimply,"['jj', 105.0]"
kiloton,"['nn', 67.0]"
coliseum,"['nn', 914.0]"
zoo,"['nn', 5808.0]"
bagasse,"['nn', 36.0]"
pimple,"['nn', 534.0]"
printer,"['nn', 4353.0]"
offload,"['vv', 127.0]"
opposite,"['jj', 17596.0, 'nn', 3735.0, 'ii', 1953.0, 'rr', 975.0]"
buffer,"['nn', 2339.0, 'vv', 673.0]"
squalor,"['nn', 377.0]"
buffet,"['nn', 2433.0, 'vv', 588.0]"
ecolodge,"['nn', 19.0]"
printed,"['jj', 3070.0]"
sainted,"['jj', 83.0]"
buffed,"['jj', 54.0]"
pomade,"['jj', 102.0, 'nn', 21.0]"
touchy,"['jj', 670.0]"
jitters,"['nn', 481.0]"
obsidian,"['nn', 309.0]"
jittery,"['jj', 585.0]"
friction,"['nn', 2948.0]"
fecal,"['jj', 871.0]"
dieback,"['nn', 61.0]"
imagined,"['jj', 1699.0]"
transact,"['vv', 193.0]"
nonbeing,"['nn', 30.0]"
hindmost,"['jj', 37.0]"
guarded,"['jj', 951.0]"
windowed,"['jj', 86.0]"
etcetera,"['rr', 386.0, 'nn', 153.0]"
mondo,"['nn', 104.0]"
slimness,"['nn', 30.0]"
corseted,"['jj', 24.0]"
trappist,"['jj', 72.0]"
pimp,"['nn', 1149.0, 'vv', 249.0]"
carrion,"['nn', 349.0]"
whaleman,"['nn', 42.0]"
ancova,"['nn', 161.0]"
hotness,"['nn', 59.0]"
tike,"['nn', 101.0]"
vision,"['nn', 36882.0]"
morose,"['jj', 344.0]"
postdoc,"['nn', 289.0]"
bodiless,"['jj', 61.0]"
alarming,"['jj', 2737.0]"
satiety,"['nn', 119.0]"
vender,"['nn', 28.0]"
moony,"['nn', 75.0, 'jj', 31.0]"
analyzer,"['nn', 557.0]"
menacing,"['jj', 1388.0]"
paring,"['jj', 268.0, 'nn', 20.0]"
expended,"['jj', 23.0]"
flipper,"['nn', 487.0]"
gridiron,"['nn', 253.0]"
gaiety,"['nn', 181.0]"
buoyancy,"['nn', 434.0]"
folate,"['nn', 382.0]"
collider,"['nn', 348.0]"
west,"['nn', 67220.0]"
moistly,"['rr', 23.0]"
offworld,"['jj', 18.0]"
spyglass,"['nn', 143.0]"
formed,"['jj', 72.0]"
photon,"['nn', 1739.0]"
hashtag,"['nn', 25.0]"
abject,"['jj', 614.0]"
extant,"['jj', 918.0]"
former,"['da', 104797.0, 'nn', 72.0]"
bootable,"['jj', 26.0]"
pretence,"['nn', 48.0]"
single,"['jj', 69547.0, 'nn', 4489.0, 'vv', 3386.0]"
squeezer,"['nn', 19.0]"
squeezed,"['jj', 83.0]"
snuffbox,"['nn', 38.0]"
graphed,"['jj', 24.0]"
reviled,"['jj', 83.0]"
dubious,"['jj', 2614.0]"
birdshot,"['nn', 54.0]"
analyte,"['nn', 28.0]"
titer,"['nn', 125.0]"
verified,"['jj', 120.0]"
nuptials,"['nn', 276.0]"
gelding,"['nn', 290.0]"
verifier,"['nn', 23.0]"
holmium,"['nn', 19.0]"
visually,"['rr', 4321.0]"
edged,"['jj', 70.0]"
hideaway,"['nn', 548.0]"
sickness,"['nn', 2832.0]"
defy,"['vv', 4551.0]"
deflate,"['vv', 983.0]"
amuck,"['rr', 61.0]"
suasion,"['nn', 77.0]"
teepee,"['nn', 159.0]"
tracking,"['jj', 5517.0]"
nondrug,"['jj', 29.0]"
steamed,"['jj', 1119.0]"
recycler,"['nn', 284.0]"
being,"['nn', 24213.0]"
mycology,"['nn', 25.0]"
recycled,"['jj', 2237.0]"
steamer,"['nn', 1033.0]"
parlay,"['vv', 511.0]"
pupfish,"['nn', 36.0]"
rover,"['nn', 1808.0]"
temblor,"['nn', 143.0]"
grounded,"['jj', 623.0]"
mandolin,"['nn', 299.0]"
adroit,"['jj', 178.0]"
plumed,"['jj', 118.0]"
grounder,"['nn', 301.0]"
scofflaw,"['nn', 110.0]"
glutted,"['jj', 30.0]"
haystack,"['nn', 427.0]"
unerring,"['jj', 181.0]"
rejoin,"['vv', 1608.0]"
lowing,"['jj', 85.0]"
unveil,"['vv', 3679.0]"
sumo,"['nn', 206.0]"
traffic,"['nn', 24247.0, 'vv', 315.0]"
tamarin,"['nn', 31.0]"
world,"['nn', 345736.0]"
postal,"['jj', 3216.0]"
homeroom,"['nn', 267.0]"
shutter,"['nn', 2116.0, 'vv', 85.0]"
glamor,"['nn', 153.0]"
militate,"['vv', 167.0]"
obstruct,"['vv', 1531.0]"
seating,"['nn', 3106.0]"
grub,"['nn', 678.0, 'vv', 58.0]"
magma,"['nn', 491.0]"
surtax,"['nn', 142.0]"
diving,"['jj', 1995.0, 'nn', 1158.0]"
divine,"['jj', 8066.0, 'vv', 689.0, 'nn', 37.0]"
scuffed,"['jj', 220.0]"
cavity,"['nn', 2832.0]"
seaman,"['nn', 979.0]"
drivable,"['jj', 27.0]"
squabble,"['nn', 568.0, 'vv', 509.0]"
averse,"['jj', 400.0]"
meniscus,"['nn', 77.0]"
endogamy,"['nn', 93.0]"
bimodal,"['jj', 197.0]"
refold,"['vv', 104.0]"
newsboy,"['nn', 100.0]"
rumpus,"['nn', 94.0]"
nastily,"['rr', 63.0]"
shapely,"['jj', 466.0]"
monistic,"['jj', 51.0]"
mycotic,"['jj', 19.0]"
antidote,"['nn', 1285.0]"
lumpish,"['jj', 41.0]"
cowhide,"['nn', 88.0]"
lively,"['jj', 4331.0]"
pivot,"['nn', 780.0, 'vv', 531.0]"
gnashing,"['nn', 68.0]"
bubbly,"['jj', 877.0, 'nn', 30.0]"
gleam,"['vv', 1350.0, 'nn', 1005.0]"
glean,"['vv', 1501.0]"
mindless,"['jj', 1009.0]"
missy,"['nn', 1063.0]"
sealed,"['jj', 1552.0]"
series,"['nn', 62745.0]"
bubble,"['nn', 7890.0, 'vv', 1451.0]"
yays,"['nn', 17.0]"
sudoku,"['nn', 36.0]"
backland,"['nn', 18.0]"
societal,"['jj', 3372.0]"
whinny,"['vv', 122.0, 'nn', 107.0]"
with,"['ii', 3095076.0]"
sarin,"['nn', 134.0]"
abused,"['jj', 884.0]"
pull,"['vv', 100275.0, 'nn', 2826.0]"
rush,"['nn', 8479.0, 'vv', 22653.0]"
raga,"['nn', 46.0]"
panelled,"['jj', 19.0]"
monopoly,"['nn', 4339.0]"
tripe,"['nn', 145.0]"
nanotube,"['nn', 491.0]"
ruse,"['nn', 616.0]"
dirty,"['jj', 12827.0, 'vv', 564.0, 'rr', 232.0]"
abuser,"['nn', 1601.0]"
ragu,"['nn', 83.0]"
monopole,"['nn', 59.0]"
pulp,"['nn', 2138.0, 'vv', 110.0]"
rust,"['nn', 1630.0, 'vv', 889.0]"
patois,"['nn', 126.0]"
epaulet,"['nn', 132.0]"
watcher,"['nn', 2069.0]"
sawhorse,"['nn', 224.0]"
plangent,"['jj', 39.0]"
ensuing,"['jj', 1773.0]"
creak,"['vv', 1143.0, 'nn', 566.0]"
jargon,"['nn', 1087.0]"
tremble,"['vv', 6530.0]"
slobber,"['vv', 183.0, 'nn', 83.0]"
cream,"['nn', 22343.0, 'jj', 445.0, 'vv', 285.0]"
moniker,"['nn', 607.0]"
ideally,"['rr', 2652.0]"
